cip13,lib_cip13,remboursement_total,boites_delivrees,cout_moyen_boite
3400930115404,"TELMISARTAN/HCTZ ACC 40MG/12,5MG CPR 30",1179.2,361,3.266481994459834
3400937411394,GABAPENTINE SDZ 300MG GELULE 90,1181.57,76,15.546973684210526
3400935545848,MONTELUKAST BGA 5MG CPR CROQ 28,1181.8700000000001,188,6.28654255319149
3400936906143,"MORPHINE CHL AGT 0,5 MG INJ 10",1182.76,196,6.034489795918367
3400935964243,REPEVAX SUSP INJ SER SA 1,1185.93,80,14.824125
3400936157071,"ANAPEN 0,15 MG SOL INJ SER 1",1188.1000000000001,52,22.848076923076924
3400930027981,PREGABALINE SUN 150 MG GELULE 56,1188.77,86,13.822906976744186
3400949504831,KEPPRA 1000MG CPR ADP 60,1194.1100000000001,52,22.96365384615385
3400921873856,LOSARTAN HCTZ ARL 100/25 MG CPR 30,1194.15,384,3.109765625
3400938214765,BINOCRIT 1000UI SOL INJ SER 6,1196.56,39,30.681025641025638
3400928099860,"FLUZONE HD INJ SRG0,7ML S/A 10",1198.41,615,1.9486341463414636
3400949855018,JEXT 300 MCG SOL INJ STYLO 1,1199.01,58,20.67258620689655
3400936852860,CIPROFLOXACINE ALT 250MG CPR 12,1201.46,264,4.550984848484848
3400933733971,"TIMOPTOL LP 0,25% COLLYRE FL 2,5ML 1",1201.97,277,4.339241877256318
3400949000722,CADUET 5 MG/10 MG CPR (AIP) (BBA) 90,1209.56,46,26.29478260869565
3400949000371,NEURONTIN 600MG CPR (AIP) BBF 90,1214.08,48,25.293333333333333
3400934549311,DOXY 100MG CPR 5,1217.3,993,1.2258811681772406
3400941988325,ATORVASTATINE EG 20 MG CPR 90,1220.53,110,11.095727272727272
3400949002665,VALACICLOVIR MYL 500MG CPR AIP BBF 112,1227.78,20,61.388999999999996
3400930113806,MOXIFLOXACINE ARW 400 MG CPR 5,1244.35,261,4.767624521072797
3400921872965,"LOSARTAN HCTZ ARL 100/12,5MG CPR 30",1245.51,408,3.052720588235294
3400921921915,PRAVASTATINE EVO 40MG CPR 28,1246.53,357,3.4916806722689073
3400921871845,"LOSARTAN HCTZ ARL 50/12,5MG CPR 30",1261.18,421,2.995676959619953
3400930215296,SABANLEVA 250MG CPR 60,1268.75,91,13.942307692307692
3400937255318,RAMIPRIL BGA 10MG CPR 30,1271.44,361,3.5219944598337953
3400930241752,"ENOXAPARINE TVC 4000UI/0,4ML INJ SER 2",1279.02,200,6.3951
3400949013906,NEURONTIN 400MG GELULE (AIP) (BB) 90,1288.19,69,18.669420289855072
3400936582729,AMIODARONE SDZ 200MG CPR 30,1292.4,184,7.023913043478261
3400930128398,LACTULOSE BIP 10G/15ML SOL BUV SAC G 20,1298.54,810,1.6031358024691358
3400938829341,AMOXICILLINE TEVA 1G CPR DISP 14,1309.24,450,2.909422222222222
3400949007813,PERMIXON 160MG GELULE (AIP) (BBF) 60,1310.21,197,6.650812182741117
3400927894633,HYDROXYZINE ZEN 25MG CPR 30,1314.48,1043,1.260287631831256
3400939646497,LOSARTAN ZEN 100MG CPR 28,1315.23,448,2.9357812500000002
3400922095202,VALSARTAN ZYD 160MG CPR 30,1317.49,425,3.0999764705882353
3400930177754,SILODOSINE RCD 4MG GELU 30,1319.98,676,1.9526331360946745
3400922165660,IRBESARTAN BGA 150MG CPR PELL 30,1326.58,444,2.9877927927927925
3400938879896,"MULTIHANCE 0,5MMOL/ML INJ SER 20ML 1",1326.74,28,47.38357142857143
3400930167847,ZORYON 5MG UNIDOSE SIROP 1,1330.1599999999999,981,1.3559225280326197
3400939322827,AZITHROMYCINE ZEN 250MG CPR 6,1332.3799999999999,253,5.2663241106719365
3400930154137,METHOTREXATE ACC 10MG CPR 10,1334.98,184,7.255326086956522
3400949508914,KEPPRA 500MG CPR (ADP) (BBA) 60,1337.06,59,22.662033898305083
3400941800160,ATORVASTATINE ZTL 40MG CPR 90,1337.49,117,11.431538461538462
3400927761300,AC ZOLEDRONIQUE BGA 4MG INJ FL 100ML 1,1341.3899999999999,14,95.81357142857142
3400922163949,IRBESARTAN BGA 75MG CPR PELL 90,1348.6599999999999,159,8.482138364779873
3400949003983,TEMERIT 5MG CPR (AIP) (BBF) 90,1357.94,104,13.057115384615384
3400930151471,MOMETASONE ARW 50 MICROG SUSP NAS120 1,1364.8,815,1.674601226993865
3400934301261,NASONEX 50 MCG/DOSE SUSP NASALE 120 1,1365.76,796,1.7157788944723618
3400935202376,VISIPAQUE 270MG/ML SOL INJ FP 1,1367.1,305,4.482295081967213
3400930126004,"METHOTREXATE ACC 50MG/ML S0,45ML 1",1378.45,100,13.784500000000001
3400949644339,RISEDRONATE ZTL 35MG CPR 4,1384.12,178,7.775955056179774
3400937539876,"ZOLMITRIPTAN ZYF 2,5MG CPR 6",1387.09,314,4.417484076433121
3400930106860,LANSOPRAZOLE ALP 30MG GELULE 14,1410.55,846,1.6673167848699764
3400941797637,ATORVASTATINE ZTL 10MG CPR 30,1413.07,367,3.850326975476839
3400931022961,SURMONTIL 25MG CPR 50,1414.25,247,5.7257085020242915
3400935555144,MOLSIDOMINE MYL 2MG CPR 30,1417.29,676,2.096582840236686
3400930080412,"BISOPROLOL QVL 2,5 MG CPR 30",1418.01,361,3.928005540166205
3400930242919,PERINDOPRIL AMLO PHARMAKI 4/5 CPR 90,1427.31,102,13.993235294117646
3400937147057,VISKEN QUINZE 15MG CPR 90,1428.1299999999999,71,20.114507042253518
3400930244692,"ENOXAPARINE BGA 2000UI/0,2ML INJ 2",1437.29,419,3.4302863961813843
3400932858422,BURINEX 2 MG SOL INJ 5,1439.48,279,5.159426523297491
3400933851309,TRUSOPT 20 MG/ML COLLYRE FL 5ML HD 1,1443.6599999999999,451,3.2010199556541017
3400936157132,"ANAPEN 0,3 MG SOL INJ SER 1",1443.99,66,21.878636363636364
3400937540995,"AMOX/AC CLAV TVS 500/62,5MG CPR AD 24",1459.83,352,4.147244318181818
3400949512645,PLAVIX 75MG CPR (ADP) (ITT) 30,1461.92,120,12.182666666666668
3400938563801,GLICLAZIDE SDZ LM 30MG CPR 180,1468.19,67,21.91328358208955
3400930243862,"IZIXATE 22,5 MG/0,45ML SOL INJ STYLO 1",1471.05,115,12.791739130434783
3400938529272,LOSARTAN ZYD 100MG CPR 30,1471.5,483,3.046583850931677
3400926955847,LANSOPRAZOLE ZYF 30MG GELULE 14,1474.22,794,1.8567002518891689
3400926886158,PARACETAMOL GNR 500MG CPR EFF 16,1487.1,1749,0.8502572898799313
3400932989225,CLARITYNE 10MG CPR 0,1490.1200000000001,1174,1.269267461669506
3400922096032,TRAMADOL/PARACETAMOL BGA CPR 20,1497.3899999999999,1030,1.453776699029126
3400949001675,TEMERIT 5MG CPR (AIP) (MDW LD) 30,1506.97,303,4.973498349834983
3400949014095,NEURONTIN 300MG GELULE (AIP) (BB) 90,1510.09,100,15.1009
3400927886997,TRAVOPROST BGR 40 MCG/ML COLLYRE 1,1511.57,339,4.458908554572271
3400941788413,LANSOPRAZOLE CRT 30MG GELULE 14,1513.96,878,1.7243280182232346
3400949486298,CLARITHROMYCINE EVO LM 500MG CPR 10,1517.1,292,5.19554794520548
3400933121549,ZINNAT 125MG CPR 8,1524.22,827,1.8430713422007254
3400936359925,CETIRIZINE ARW 10MG CPR 15,1526.99,1593,0.9585624607658506
3400939803296,GLUCOSE LAV 10% SOL INJ FP 250ML 1,1533.48,799,1.9192490613266584
3400927371998,LEPONEX 100MG CPR 14,1537.4099999999999,226,6.8026991150442475
3400939765693,TRANDOLAPRIL EG 2MG GELULE 30,1543.61,354,4.3604802259887006
3400949003389,PERMIXON 160MG GELULE (ES) 1 180,1543.94,79,19.543544303797468
3400941513510,"LOSARTAN HCTZ EVO 50/12,5MG CPR 30",1545.3700000000001,520,2.9718653846153846
3400926885038,PARACETAMOL TVS 500MG CPR EFF 16,1547.2,1827,0.8468527640941435
3400938609677,CEFIXIME TVC 200MG CPR 8,1549.17,336,4.610625000000001
3400933040314,AUGMENTIN 1000 MG/200 MG PDR+SOL INJ 1,1550.96,528,2.9374242424242425
3400935511140,IOMERON 300 SOL INJ FL 150ML ME 1,1556.48,45,34.58844444444445
3400932985371,MODOPAR LP 125 (100MG/25MG) GELULE 60,1558.1399999999999,203,7.675566502463053
3400922084893,LEFLUNOMIDE VIATRIS 10MG CPR 30,1560.29,64,24.37953125
3400930021118,FERTISTARTKIT 150 UI PDR ET SOL INJ 1,1564.92,42,37.260000000000005
3400949023202,PERMIXON 160MG GELULE (AIP) (MWI LT) 60,1569.56,240,6.539833333333333
3400930115527,"TELMISARTAN/HCTZ ACC 80MG/12,5MG CPR 90",1569.71,186,8.439301075268817
3400936065659,GLUCOSE BBM 5% SOL INJ POC 100ML 1,1580.53,862,1.8335614849187936
3400939180236,"RISPERIDONE MYL 0,5MG CPR DISP 28",1582.82,465,3.4039139784946237
3400930213261,PREGABALINE ALT 25 MG GELULE 84,1584.9,289,5.484083044982699
3400949000548,"TADENAN 50 MG 1 BOITE DE 60, CAPSULES MOLLES",1587.91,162,9.801913580246914
3400935613028,GLUCOSE 5% AGT SOL INJ POC 50ML 1,1591.19,1094,1.4544698354661791
3400937022927,AXEPIM 500MG PDR INJ 1,1597.46,222,7.195765765765766
3400936780330,CLARITHROMYCINE SUN 250MG CPR 10,1599.91,552,2.8983876811594205
3400939628349,CLOPIDOGREL TPH 75 MG CPR 30,1602.92,211,7.596777251184834
3400936572614,NIMOTOP 30MG CPR 90,1610.5,54,29.824074074074073
3400937904803,NISISCO 160 MG/25 MG CPR 30,1619.07,484,3.345185950413223
3400949506262,ARAVA 10 MG CPR (ADP BBA) 30,1632.92,64,25.514375
3400939541198,OMEPRAZOLE SDZ 10MG GELULE 28,1636.49,642,2.54904984423676
3400939803418,GLUCOSE LAV 10% SOL INJ FP 500ML 1,1636.6899999999998,783,2.090280970625798
3400927916267,EZETIMIBE VTS 10MG CPR 28,1639.41,135,12.143777777777778
3400932936694,POTASSIUM RCA SIROP SACHET 20,1643.48,734,2.2390735694822888
3400936915428,XENETIX 350 SOL INJ POC 100ML 1,1646.15,57,28.87982456140351
3400934703386,VALACICLOVIR CRT 500MG CPR 42,1654.09,70,23.62985714285714
3400930585436,GLUCOSE LAV 30% SOL INJ FV 500ML 1,1657.71,633,2.6188151658767773
3400949501007,ENVARSUS LP 1MG CPR ADP BBFARMA 30,1661.29,31,53.589999999999996
3400926957278,LANSOPRAZOLE ZYF 15MG GELULE 15,1664.96,873,1.9071706758304696
3400938457902,"VALSARTAN/HCTZ RBX 160/12,5MG CPR 30",1666.04,535,3.114093457943925
3400926688318,VALSARTAN ARL 80MG CPR 90,1670.06,196,8.520714285714286
3400930085141,PREGABALINE ZTK 25 MG GELULE 56,1686.79,424,3.9782783018867924
3400930205907,FENTANYL SDZ 200MICROG CPR SUBLING 10,1697.79,76,22.339342105263157
3400930111109,ROSUVASTATINE KRK 5MG CPR 90,1704.09,143,11.916713286713286
3400932285778,STRESAM 50 MG GELULE 60,1705.08,1654,1.0308827085852479
3400938501308,CLARITHROMYCINE SDZ 25MG/ML GRANULES 1,1705.6100000000001,511,3.337788649706458
3400949505081,KEPPRA 500MG CPR (ADP) (MDW) 60,1713.54,81,21.154814814814813
3400932606122,COLOFOAM 10% MOUSSE RECTALE 1,1714.52,120,14.287666666666667
3400930200681,THYROFIX 13MICROG CPR 100,1716.15,1831,0.9372747132714364
3400939060439,FLUCORTAC 50MICROGRAMMES CPR 30,1720.23,41,41.95682926829269
3400932407620,"MODOPAR 62,5 (50MG/12,5MG) GELULE 60",1724.74,586,2.9432423208191127
3400930086490,EPLERENONE ACC 25MG CPR 90,1724.9900000000002,43,40.116046511627914
3400949023431,COVERAM 5MG/5MG CPR (AIP) (BBA CZ) 90,1730.34,125,13.84272
3400930087954,SOLIFENACINE BGA 10MG CPR 30,1732.93,416,4.165697115384615
3400926915285,GLICLAZIDE MYP LM 60MG CPR 30,1735.86,592,2.9321959459459457
3400930161913,FEBUXOSTAT ACC 120MG CPR 28,1736.58,233,7.4531330472103
3400936299221,GLUCOSE LAV 5% SOL INJ AB 10ML 10,1736.6,489,3.551329243353783
3400933498269,"NOVATREX 2,5MG CPR 12",1749.1499999999999,687,2.546069868995633
3400930173497,VILDAGLIPTINE ZEN 50MG CPR 30,1749.8,370,4.729189189189189
3400921921564,PRAVASTATINE EVO 20MG CPR 28,1752.48,510,3.436235294117647
3400939678726,CLOPIDOGREL EG 75MG CPR 30,1762.69,233,7.56519313304721
3400930252994,AMLODIPINE/VALSARTAN TVS 5/80MG C 30,1763.31,343,5.1408454810495625
3400935974419,INIPOMP 20 MG CPR 14,1764.59,899,1.9628364849833146
3400938528152,LOSARTAN ZYD 50MG CPR 90,1765.15,214,8.248364485981309
3400921873337,"LOSARTAN HCTZ ARL 100/12,5MG CPR 90",1778.2,217,8.19447004608295
3400934505317,PROZAC 20 MG CPR 28,1785.93,505,3.5364950495049507
3400927428005,ESCITALOPRAM EVO 10MG CPR 28,1792.44,498,3.599277108433735
3400938288926,GRISEFULINE 500MG CPR 30,1803.73,509,3.543673870333988
3400949397488,ATORVASTATINE ALM 20MG CPR 30,1803.92,472,3.821864406779661
3400937910255,"AMOX/AC CLAV ZTK 100MG/12,5MG/ML ENF 1",1807.99,612,2.954232026143791
3400934062056,FARESTON 60MG CPR 30,1810.35,78,23.209615384615383
3400927818004,OMEPRAZOLE ZTL 20MG GELULE 14,1812.49,1121,1.6168510258697593
3400930149171,ASTERLUNA 100MCG/20MCG CPR 63,1817.58,742,2.449568733153639
3400933495947,LAMISIL 1% CREME TUBE 15 G 1,1821.73,1720,1.0591453488372093
3400949506781,XARELTO 10 MG CPR ADP 30,1836.94,30,61.23133333333333
3400930147566,CLINDAMYCINE MYLAN 300 MG GELULE 16,1844.89,649,2.8426656394453005
3400930062166,"ALPRAZOLAM BGA 0,50MG CPR 30",1846.77,1271,1.4530055074744295
3400937200608,DAONIL 5MG CPR 180,1851.11,167,11.084491017964071
3400933572341,HYDROCORTISONE SUB 100MG LYO SOL INJ 1,1858.74,1344,1.3829910714285714
3400937302883,EPTAVIT 1000MG/880UI CPR EFF 90,1865.14,177,10.537514124293786
3400934858604,CIMETIDINE MYL 200MG CPR EFF 60,1865.23,592,3.1507263513513513
3400930045404,QUETIAPINE BGA LP 50MG CPR 10,1867.6,674,2.770919881305638
3400937082020,AVAXIM 160U SUSP INJ SER + AIG SEPAR 1,1869.1200000000001,133,14.053533834586467
3400930115480,"TELMISARTAN/HCTZ ACC 80MG/12,5MG CPR 30",1875.21,599,3.130567612687813
3400926975609,ATORVASTATINE SUN 80MG CPR 30,1885.74,456,4.135394736842105
3400930103807,IVABRADINE ACC 7.5 MG CPR 56,1889.6399999999999,131,14.42473282442748
3400935859006,VIVELLEDOT 100 MICROG/24H DISP 8,1889.71,463,4.081447084233261
3400930162026,CLOZAPINE ARW 100MG CPR 14,1893.47,355,5.333718309859155
3400930179314,GLICLAZIDE KRKA LM 30MG CPR 180,1906.6999999999998,89,21.423595505617975
3400935581976,DOXYCYCLINE VIATRIS 100MG CPR 5,1913.04,1837,1.0413935764833968
3400941774393,"TAMSULOSINE VIATRIS LP 0,4MG CPR 30",1927.42,672,2.868184523809524
3400922324821,METOPROLOL ACC 100MG CPR 90,1937.58,415,4.668867469879518
3400930018552,DULOXETINE MYL 30 MG GELULE 28,1942.67,515,3.7721747572815536
3400930019795,ETORICOXIB ZYF 30 MG CPR 28,1944.1100000000001,1055,1.8427582938388627
3400949002863,CACIT VIT D3 1000MG/880UI GRN AIPMWI 90,1949.4499999999998,178,10.95196629213483
3400949001873,INIPOMP 20 MG CPR (AIP) (MWI) PL 28,1950.09,484,4.029111570247934
3400930140819,IVABRADINE ALT 7.5 MG CPR 56,1959.08,141,13.89418439716312
3400934081095,MOPRAL 20 MG GELULE GASTRO-RESIS 7,1962.77,1918,1.023342022940563
3400949506842,PLAVIX 75MG CPR (ADP) (MWI) 30,1969.27,193,10.203471502590673
3400938956931,"PIPER/TAZOB SDZ 2 G/0,25 G PDR INJ 1",1980.1799999999998,409,4.841515892420538
3400936718067,"FLUCONAZOLE ARROW 200 MG 1 BOITE DE 30, GELULES SO",1994.11,24,83.08791666666666
3400935757937,IZILOX 400MG CPR 7,1996.91,307,6.504592833876222
3400938847321,GLIMEPIRIDE AHL 4MG CPR 30,2004.74,433,4.629884526558891
3400937906753,NISIS 80 MG CPR 90,2019.72,245,8.243755102040817
3400949507153,ZYPREXA 5MG CPR (ADP) (PLA) 28,2020.46,96,21.046458333333334
3400926857004,MONTELUKAST ACC 4MG CPR CROQ 28,2030.3600000000001,329,6.171306990881459
3400949004003,ANASTROZOLE MYL 1MG CPR (AIP BBF) 30,2034.12,67,30.36
3400933546496,"OPHTIM 0,50% COLLYRE UNIDOSE 0,25ML 60",2055.9700000000003,437,4.704736842105263
3400930178980,CLARITHROMYCINE HCS 500MG CPR 14,2057.07,270,7.618777777777779
3400930174210,LACOSAMIDE EG 200MG CPR 56,2062.8999999999996,40,51.57249999999999
3400934806384,COSOPT 20MG/5MG/ML COLLYRE FL 5ML 1,2068.58,494,4.187408906882591
3400938563399,GLICLAZIDE SDZ LM 30MG CPR 60,2075.88,288,7.207916666666667
3400927384318,IRBESARTAN ACC 300MG CPR PELL 30,2084.07,633,3.2923696682464456
3400937907354,NISIS 160 MG CPR 90,2087.96,251,8.318565737051793
3400927717994,ESCITALOPRAM ARW 20MG CPR 28,2089.62,524,3.987824427480916
3400935930583,ACICLOVIR ARW 200MG CPR 25,2091.39,366,5.714180327868852
3400939080130,PANTOPRAZOLE CRT 40MG CPR 28,2103.42,588,3.5772448979591838
3400930220184,FENTANYL BIOGARAN 400MCG CPR SUB 10,2108.84,75,28.117866666666668
3400936853461,CELIPROLOL SUN 200MG CPR 28,2111.02,534,3.9532209737827717
3400930154182,"METHOTREXATE ACC 2,5 MG CPR 24",2114.79,471,4.49
3400930087916,SOLIFENACINE BGA 5MG CPR 30,2116.26,531,3.9854237288135597
3400938239898,ONDANSETRON ZYD 8MG CPR 2,2119.02,460,4.606565217391304
3400949000821,CORDARONE 200 MG CPR (AIP) (MDW LD) 30,2121.7999999999997,243,8.731687242798353
3400930224311,"DOSTINEX 0,5MG CPR 2",2124.06,458,4.63768558951965
3400949512065,ARAVA 20 MG CPR (ADP) (PLA) 30,2134.8599999999997,83,25.721204819277105
3400927607264,OMEPRAZOLE ZYF 10MG GELULE 14,2143.79,1651,1.2984797092671108
3400949500994,"ENTECAVIR VTS 0,5 MG CPR ADP BBFARMA 30",2153.21,16,134.575625
3400949023950,COVERAM 10MG/5MG CPR (AIP) (BBA CZ) 90,2153.58,107,20.126915887850465
3400926628925,BRICANYL LP 5MG CPR 60,2163.0699999999997,564,3.8352304964539004
3400937993050,SELEXID 200MG CPR 12,2167.1800000000003,637,3.4021664050235483
3400936975569,SERTRALINE ARW 50MG GELULE 28,2168.16,645,3.361488372093023
3400921940206,RISEDRONATE ALT 35MG CPR 4,2170.49,319,6.804043887147334
3400921922745,XARELTO 15 MG CPR 42,2182.79,29,75.26862068965517
3400937635660,ONDANSETRON BGA 8 MG CPR 4,2185.54,248,8.81266129032258
3400922415413,ZALASTA 10MG CPR DISP 28,2197.1699999999996,240,9.154874999999999
3400930170274,MANIDIPINE ZYD 20MG CPR 90,2197.21,163,13.479815950920246
3400930066539,ATORVASTATINE EVP 80MG CPR 90,2201.13,178,12.365898876404495
3400949503940,ZYPREXA 5MG CPR (ADP) 28,2205.21,103,21.409805825242717
3400938460803,"VALSARTAN/HCTZ RBX 160/12,5MG CPR 90",2223.94,264,8.424015151515151
3400922135045,ATORVASTATINE ARW 10MG CPR 90,2224.31,230,9.67091304347826
3400939416830,SIMVASTATINE ZYF 20MG CPR 90,2232.37,236,9.459194915254237
3400930189092,FENTANYL ARW 400MCG CPR GINGIVAL 28,2238.58,29,77.19241379310344
3400949503131,"GANFORT 0,3MG/ML + 5MG/ML COL UK ADP 1",2239.42,336,6.664940476190476
3400930861202,PRIMPERAN 10MG CPR 40,2240.03,1661,1.3486032510535824
3400949458844,TAHOR 20MG CPR CROQ 30,2240.54,471,4.7569851380042465
3400930250037,LACOSAMIDE ZYD 100 MG CPR 56,2249.81,89,25.27876404494382
3400935318961,OMNIPAQUE 300MG SOL INJ FP 200ML 1,2255.02,43,52.44232558139535
3400932638239,FELDENE 20MG SUPPO 15,2257.03,1412,1.5984631728045327
3400927823435,ESOMEPRAZOLE EVO 20MG CPR 28,2259.99,587,3.850068143100511
3400930058336,EPLERENONE SDZ 50 MG CPR 90,2261.59,63,35.89825396825397
3400931163411,"DIGOXINE NATIVELLE 0,05MG/ML SOL BUV 1",2265.44,1405,1.6124128113879004
3400930235522,RITONAVIR ARROW 100 MG CPR 30,2270.7999999999997,254,8.94015748031496
3400949004195,"CARDENSIEL 2,5MG CPR (AIP) (DFM) 30",2279.12,597,3.8176214405360134
3400930060698,OMEPRAZOLE EVP 10MG GELULE 14,2288.78,1772,1.2916365688487585
3400949000524,MONURIL 3G GRANULES SACHET (AIP) MWI 1,2292.36,713,3.2150911640953717
3400922095080,VALSARTAN ZYD 80 MG CPR 30,2298.47,736,3.122921195652174
3400927898075,HYDROXYZINE BGA 25MG CPR 30,2311.86,1746,1.3240893470790378
3400949393237,"NARATRIPTAN ARW 2,5 MG CPR 6",2318.46,522,4.4414942528735635
3400939299372,ROPINIROLE ARG 1MG CPR 21,2320.61,607,3.8230807248764416
3400927851179,ESCITALOPRAM ZEN 5 MG CPR 14,2321.27,1064,2.181644736842105
3400931492405,MODURETIC CPR 30,2328.7200000000003,1241,1.8764867042707496
3400935332639,DOXYCYCLINE BGA 100MG CPR 5,2332.2400000000002,1923,1.2128133125325014
3400938846201,GLIMEPIRIDE AHL 2MG CPR 30,2337.01,616,3.793847402597403
3400927556883,ESCITALOPRAM EG 5MG CPR 14,2337.2400000000002,1286,1.8174494556765166
3400926823283,RABEPRAZOLE EGL 20MG CPR 14,2353.59,1165,2.020248927038627
3400938829112,AMOXICILLINE TEVA 1G CPR DISP 6,2355.2599999999998,1797,1.3106622148024485
3400949026043,NEURONTIN 300MG GELULE (AIP) (PLA) 90,2355.78,146,16.135479452054796
3400937205689,ATACAND 32 MG CPR 30,2362.2799999999997,591,3.997089678510998
3400941640520,ROPINIROLE KRK LP 8MG CPR 28,2364.94,103,22.960582524271846
3400936744721,CIPROFIBRATE ZEN 100MG GELULE 30,2371.77,783,3.029080459770115
3400938846720,GLIMEPIRIDE AHL 3MG CPR 30,2373.81,515,4.609339805825242
3400938525540,PRADAXA 75 MG GELULE 10,2375.89,289,8.22107266435986
3400930219850,XARELTO 1 MG/ML GLES SUSP BUV 100ML 1,2379.51,218,10.915183486238533
3400927984853,LEPTAX 500 MG CPR 60,2397,115,20.843478260869563
3400930253014,AMLODIPINE/VALSARTAN TVS 5/160MG C 30,2400.62,389,6.171259640102828
3400933652395,UNIFLOX 500 MG CPR 1,2401.7400000000002,296,8.113986486486487
3400930056196,GARDASIL 9 SUSP INJ FL 1,2403.2200000000003,32,75.10062500000001
3400949269419,MODAFINIL MYL 100MG CPR 30,2407.1099999999997,83,29.001325301204815
3400930100967,"ENTECAVIR TEVA 0,5 MG CPR 30",2408.62,18,133.8122222222222
3400938525779,PRADAXA 75 MG GELULE 60,2409.45,43,56.033720930232555
3400930096253,TENOFOVIR DISO ARW 204 MG CPR 30,2409.84,24,100.41000000000001
3400949002719,NEORAL 100MG CAPSULE (AIP) (PHL) 60,2416.27,14,172.59071428571428
3400939257440,PANTOPRAZOLE KRK 40MG CPR 14,2426.12,1397,1.7366642806012884
3400949000937,"FEMARA 2,5MG CPR (AIP) (BBA CZ) 30",2427,60,40.45
3400926742638,GABAPENTINE ARG 600MG CPR 90,2427.44,104,23.340769230769233
3400936003736,PERMIXON 160MG GELULE 60,2430.9,297,8.184848484848485
3400930058268,EPLERENONE SDZ 50 MG CPR 30,2431.44,177,13.736949152542373
3400949500963,ALDARA 5% CREME (ADP BBF) 12,2432.22,72,33.780833333333334
3400930145784,ESCITALOPRAM ARL 5MG CPR 14,2432.52,1380,1.762695652173913
3400937224499,PERMIXON 160MG GELULE 180,2434.54,108,22.542037037037037
3400932539543,"ZOVIRAX 3% POMMADE OPH TB 4,5G 1",2436.91,509,4.787642436149312
3400949001699,ZITHROMAX 250MG CPR(AIP) ( BBF) 6,2440.05,427,5.71440281030445
3400926622602,MONTELUKAST ZTL 10MG CPR 28,2441.12,341,7.158709677419354
3400941805073,"VALSARTAN/HCTZ KRK 80/12,5MG CPR 30",2445.18,794,3.079571788413098
3400927933127,LANSOPRAZOLE EG 30MG CPR OROD 14,2452.51,1346,1.8220728083209512
3400935856043,MIFLONIL 200 MICROG PDR INH GELULE 60,2452.75,561,4.372103386809269
3400922490403,RABEPRAZOLE ARW 20MG CPR 28,2460.62,695,3.540460431654676
3400927370649,GLICLAZIDE KRKA LM 60MG CPR 30,2475.35,881,2.809704880817253
3400937819084,ONDANSETRON BGA 8MG CPR DISP 4,2475.85,273,9.069047619047618
3400930066492,ATORVASTATINE EVP 20MG CPR 90,2481.18,228,10.88236842105263
3400930092965,EBILFUMIN 45 MG GELULE 10,2481.27,1189,2.0868544995794784
3400938249835,ALENDRONIQUE ACIDE ALT 70MG CPR 4,2486.69,359,6.9267130919220055
3400930702482,NATULAN 50MG GELULE 50,2490.7,11,226.4272727272727
3400939285306,"ROPINIROLE ARG 0,25MG CPR 21",2491.9,1466,1.6997953615279673
3400949699858,RABEPRAZOLE TEVA 10MG CPR 14,2492.74,1406,1.7729302987197721
3400930167304,PARACETAMOL COD TVC 500/30MG CPR 16,2500.01,2051,1.2189224768405658
3400930063828,ATENOLOL /NIFEDIPINE BGA GELULE 30,2502.32,441,5.6741950113378685
3400927585401,ATORVASTATINE VTS 80MG CPR 90,2510.14,211,11.896398104265403
3400930193051,FOSINOPRIL ARL 10MG CPR 30,2520.16,815,3.0922208588957054
3400930252482,LEFLUNOMIDE BIOGARAN 10MG CPR 30,2521.36,101,24.963960396039607
3400939454221,OLANZAPINE VTS 5MG CPR 28,2524.16,154,16.39064935064935
3400935755407,"TIGREAT 2,5MG CPR 6",2529.85,563,4.493516873889876
3400939730165,FOSINOPRIL ARG 20MG CPR 90,2538.29,298,8.517751677852349
3400939666259,OLANZAPINE SUN 5MG CPR 28,2539.85,168,15.118154761904762
3400930668092,DALACINE 75 MG GELULE 12,2545.9,1278,1.992097026604069
3400933890568,MOBIC 15 MG CPR 10,2548.16,1259,2.02395552025417
3400938244861,LAMIVUDINE TVP 300MG CPR 30,2550.42,39,65.39538461538461
3400921940435,RISEDRONATE ALT 35MG CPR 12,2554.41,125,20.43528
3400949004058,COVERAM 10MG/5MG CPR (AIP) 30,2581.2,342,7.547368421052631
3400926990916,"CANDESARTAN/HCTZ ZYD 8/12,5 CPR 90",2595.96,313,8.293801916932907
3400933546328,"OPHTIM 0,25% COLLYRE UNIDOSE 0,25ML 60",2596.79,608,4.2710361842105264
3400921815085,"NARATRIPTAN ZEN 2,5MG CPR 6",2596.82,535,4.853869158878505
3400949737970,GLICLAZIDE ZYD LM 30MG CPR 180,2597.3399999999997,120,21.644499999999997
3400930228227,DEFERASIROX ACC 90 MG CPR 30,2597.8300000000004,36,72.16194444444446
3400949004690,LIPTRUZET 10 MG/20MG CPR (AIP)(BBF) 90,2600.36,31,83.8825806451613
3400949395309,ATORVASTATINE ZYF 40MG CPR 30,2601.76,649,4.008875192604006
3400937311069,ACEBUTOLOL TVC 200MG CPR 90,2608.14,275,9.484145454545454
3400939394855,PERINDOPRIL ARROW 4 MG CPR 90,2618.82,301,8.700398671096346
3400930173992,"LOSARTAN /HYD CRP 50/12,5 CPR 30",2621.88,879,2.982798634812287
